道具ID,道具代码,道具英文名称,项目类型类型,价格,项目天数,简短描述,道具中文名称,详细描述
2019570003,C4300,BCAxe_Cerberus 90days,W,999999999,90,BCAxe_Cerberus 90days,军用手斧-冥府犬,手斧-SS采用了冥府犬皮肤，具有很高的收藏价值。
2019570004,C4300,BCAxe_Cerberus 180days,W,999999999,180,BCAxe_Cerberus 180days,军用手斧-冥府犬,手斧-SS采用了冥府犬皮肤，具有很高的收藏价值。
9009827801,J8110,C4_retake 3days,F,999999999,3,C4_Season1_Classic 3days,C4-残局大师,在回防模式发现了有点眼熟的C4。
9009827802,J8110,C4_retake 7days,F,999999999,7,C4_Season1_Classic 7days,C4-残局大师,在回防模式发现了有点眼熟的C4。
9009827803,J8110,C4_retake 30days,F,999999999,30,C4_Season1_Classic 30days,C4-残局大师,在回防模式发现了有点眼熟的C4。
9009827901,J8109,C4_retake Piece 1EA,F,999999999,999999999,C4_retake Piece 1EA,C4-残局大师 碎片,回防模式奖励道具C4的碎片。收集碎片后，可兑换成期限制。此碎片可以在回防模式中获得。
2019570101,C4299,Nature_Painter,W,1000000,999999999,Nature_Painter,山海之灵,执笔通山海，挥墨定乾坤。『山海之灵』以青叶画境为韵，将鎏金笔锋化作战场诗篇。
2019570201,C4298,Nature_Painter 7days,W,999999999,7,Nature_Painter 7days,山海之灵,执笔通山海，挥墨定乾坤。『山海之灵』以青叶画境为韵，将鎏金笔锋化作战场诗篇。
2019570202,C4298,Nature_Painter 30days,W,999999999,30,Nature_Painter 30days,山海之灵,执笔通山海，挥墨定乾坤。『山海之灵』以青叶画境为韵，将鎏金笔锋化作战场诗篇。
2019570203,C4298,Nature_Painter 90days,W,999999999,90,Nature_Painter 90days,山海之灵,执笔通山海，挥墨定乾坤。『山海之灵』以青叶画境为韵，将鎏金笔锋化作战场诗篇。
2019570204,C4298,Nature_Painter 180days,W,999999999,180,Nature_Painter 180days,山海之灵,执笔通山海，挥墨定乾坤。『山海之灵』以青叶画境为韵，将鎏金笔锋化作战场诗篇。
2019570301,C4297,AWM_RedFrameHawk_Foliage,W,250000,999999999,AWM_RedFrameHawk_Foliage,裁决-青叶星芒,碧落垂叶刃，星芒淬寒光。万叶裁天幕，流辉织云裳。这是一卷用光与叶写就的星河诗篇，每一道锋芒都是新生的枝桠，在宇宙的脉络里舒展锋芒。
2019570401,C4296,AWM_RedFrameHawk_Foliage 7days,W,999999999,7,AWM_RedFrameHawk_Foliage 7days,裁决-青叶星芒,碧落垂叶刃，星芒淬寒光。万叶裁天幕，流辉织云裳。这是一卷用光与叶写就的星河诗篇，每一道锋芒都是新生的枝桠，在宇宙的脉络里舒展锋芒。
2019570402,C4296,AWM_RedFrameHawk_Foliage 30days,W,999999999,30,AWM_RedFrameHawk_Foliage 30days,裁决-青叶星芒,碧落垂叶刃，星芒淬寒光。万叶裁天幕，流辉织云裳。这是一卷用光与叶写就的星河诗篇，每一道锋芒都是新生的枝桠，在宇宙的脉络里舒展锋芒。
2019570403,C4296,AWM_RedFrameHawk_Foliage 90days,W,999999999,90,AWM_RedFrameHawk_Foliage 90days,裁决-青叶星芒,碧落垂叶刃，星芒淬寒光。万叶裁天幕，流辉织云裳。这是一卷用光与叶写就的星河诗篇，每一道锋芒都是新生的枝桠，在宇宙的脉络里舒展锋芒。
2019570404,C4296,AWM_RedFrameHawk_Foliage 180days,W,999999999,180,AWM_RedFrameHawk_Foliage 180days,裁决-青叶星芒,碧落垂叶刃，星芒淬寒光。万叶裁天幕，流辉织云裳。这是一卷用光与叶写就的星河诗篇，每一道锋芒都是新生的枝桠，在宇宙的脉络里舒展锋芒。
9009828001,J8108,AWM_RedFrameHawk_Foliage Skin,F,2000000,999999999,AWM_RedFrameHawk_Foliage Skin,裁决-叶芒苍灵 皮肤,青锋淬寒芒，棱光映月华。幻化千叶舞，翩跹落尘沙。这是一段关于光影与自然的诗意邂逅，棱角分明的青辉中，藏着叶影婆娑的幻梦。
9009828101,J8107,AWM_RedFrameHawk_Foliage Skin 7days,F,999999999,7,AWM_RedFrameHawk_Foliage Skin 7days,裁决-叶芒苍灵 皮肤,青锋淬寒芒，棱光映月华。幻化千叶舞，翩跹落尘沙。这是一段关于光影与自然的诗意邂逅，棱角分明的青辉中，藏着叶影婆娑的幻梦。
9009828102,J8107,AWM_RedFrameHawk_Foliage Skin 30days,F,999999999,30,AWM_RedFrameHawk_Foliage Skin 30days,裁决-叶芒苍灵 皮肤,青锋淬寒芒，棱光映月华。幻化千叶舞，翩跹落尘沙。这是一段关于光影与自然的诗意邂逅，棱角分明的青辉中，藏着叶影婆娑的幻梦。
9009828103,J8107,AWM_RedFrameHawk_Foliage Skin 90days,F,999999999,90,AWM_RedFrameHawk_Foliage Skin 90days,裁决-叶芒苍灵 皮肤,青锋淬寒芒，棱光映月华。幻化千叶舞，翩跹落尘沙。这是一段关于光影与自然的诗意邂逅，棱角分明的青辉中，藏着叶影婆娑的幻梦。
9009828104,J8107,AWM_RedFrameHawk_Foliage Skin 365days,F,999999999,365,AWM_RedFrameHawk_Foliage Skin 365days,裁决-叶芒苍灵 皮肤,青锋淬寒芒，棱光映月华。幻化千叶舞，翩跹落尘沙。这是一段关于光影与自然的诗意邂逅，棱角分明的青辉中，藏着叶影婆娑的幻梦。
9009828201,J8106,AWM_RedFrameHawk_Foliage Skin[Ingame Shop],F,999999999,999999999,AWM_RedFrameHawk_Foliage Skin[Ingame Shop],裁决-叶芒苍灵 皮肤,青锋淬寒芒，棱光映月华。幻化千叶舞，翩跹落尘沙。这是一段关于光影与自然的诗意邂逅，棱角分明的青辉中，藏着叶影婆娑的幻梦。
2019570501,C4295,DesertEagle_BornBeast_Foliage,W,250000,999999999,DesertEagle_BornBeast_Foliage,修罗-青叶星芒,碧落垂叶刃，星芒淬寒光。万叶裁天幕，流辉织云裳。这是一卷用光与叶写就的星河诗篇，每一道锋芒都是新生的枝桠，在宇宙的脉络里舒展锋芒。
2019570601,C4294,DesertEagle_BornBeast_Foliage 7days,W,999999999,7,DesertEagle_BornBeast_Foliage 7days,修罗-青叶星芒,碧落垂叶刃，星芒淬寒光。万叶裁天幕，流辉织云裳。这是一卷用光与叶写就的星河诗篇，每一道锋芒都是新生的枝桠，在宇宙的脉络里舒展锋芒。
2019570602,C4294,DesertEagle_BornBeast_Foliage 30days,W,999999999,30,DesertEagle_BornBeast_Foliage 30days,修罗-青叶星芒,碧落垂叶刃，星芒淬寒光。万叶裁天幕，流辉织云裳。这是一卷用光与叶写就的星河诗篇，每一道锋芒都是新生的枝桠，在宇宙的脉络里舒展锋芒。
2019570603,C4294,DesertEagle_BornBeast_Foliage 90days,W,999999999,90,DesertEagle_BornBeast_Foliage 90days,修罗-青叶星芒,碧落垂叶刃，星芒淬寒光。万叶裁天幕，流辉织云裳。这是一卷用光与叶写就的星河诗篇，每一道锋芒都是新生的枝桠，在宇宙的脉络里舒展锋芒。
2019570604,C4294,DesertEagle_BornBeast_Foliage 180days,W,999999999,180,DesertEagle_BornBeast_Foliage 180days,修罗-青叶星芒,碧落垂叶刃，星芒淬寒光。万叶裁天幕，流辉织云裳。这是一卷用光与叶写就的星河诗篇，每一道锋芒都是新生的枝桠，在宇宙的脉络里舒展锋芒。
9009828301,J8105,DesertEagle_BornBeast_Foliage Skin,F,2000000,999999999,DesertEagle_BornBeast_Foliage Skin,修罗-叶芒苍灵 皮肤,青锋淬寒芒，棱光映月华。幻化千叶舞，翩跹落尘沙。这是一段关于光影与自然的诗意邂逅，棱角分明的青辉中，藏着叶影婆娑的幻梦。
9009828401,J8104,DesertEagle_BornBeast_Foliage Skin 7days,F,999999999,7,DesertEagle_BornBeast_Foliage Skin 7days,修罗-叶芒苍灵 皮肤,青锋淬寒芒，棱光映月华。幻化千叶舞，翩跹落尘沙。这是一段关于光影与自然的诗意邂逅，棱角分明的青辉中，藏着叶影婆娑的幻梦。
9009828402,J8104,DesertEagle_BornBeast_Foliage Skin 30days,F,999999999,30,DesertEagle_BornBeast_Foliage Skin 30days,修罗-叶芒苍灵 皮肤,青锋淬寒芒，棱光映月华。幻化千叶舞，翩跹落尘沙。这是一段关于光影与自然的诗意邂逅，棱角分明的青辉中，藏着叶影婆娑的幻梦。
9009828403,J8104,DesertEagle_BornBeast_Foliage Skin 90days,F,999999999,90,DesertEagle_BornBeast_Foliage Skin 90days,修罗-叶芒苍灵 皮肤,青锋淬寒芒，棱光映月华。幻化千叶舞，翩跹落尘沙。这是一段关于光影与自然的诗意邂逅，棱角分明的青辉中，藏着叶影婆娑的幻梦。
9009828404,J8104,DesertEagle_BornBeast_Foliage Skin 365days,F,999999999,365,DesertEagle_BornBeast_Foliage Skin 365days,修罗-叶芒苍灵 皮肤,青锋淬寒芒，棱光映月华。幻化千叶舞，翩跹落尘沙。这是一段关于光影与自然的诗意邂逅，棱角分明的青辉中，藏着叶影婆娑的幻梦。
9009828501,J8103,DesertEagle_BornBeast_Foliage Skin[Ingame Shop],F,999999999,999999999,DesertEagle_BornBeast_Foliage Skin[Ingame Shop],修罗-叶芒苍灵 皮肤,青锋淬寒芒，棱光映月华。幻化千叶舞，翩跹落尘沙。这是一段关于光影与自然的诗意邂逅，棱角分明的青辉中，藏着叶影婆娑的幻梦。
9009828601,J8102,ACC_SD_Nature_Painter,F,50000,999999999,ACC_SD_Nature_Painter,山海之灵玩偶,山海之灵形象的可爱玩偶。该玩偶只能佩戴在英雄级、王者级、传说级以及部分特殊武器上。
9009828701,J8101,foliage Killmark,F,10000,999999999,foliage Killmark,山海绘卷击杀图标,山海绘卷概念的击杀图标
9009828801,J8100,foliage animated Spray,F,10000,999999999,foliage animated Spray,山海绘卷动态喷图,山海绘卷概念的动态喷图
9009828901,J8099,foliage NameCard,F,10000,999999999,foliage NameCard,山海绘卷名片,山海绘卷概念的名片
9009829001,J8098,foliage Frame,F,10000,999999999,foliage Frame,山海绘卷边框,山海绘卷概念的加载边框
9009829101,J8097,foliage Killlog Icon,F,10000,999999999,foliage Killlog Icon,山海绘卷击杀信息图标,山海绘卷概念的击杀信息图标
2019570701,C4293,M4A1_Balance25,W,999999999,999999999,M4A1_Balance25,M4A1-CFS2025,用于裸装赛事的M4A1！是每位选手都需要熟练掌握的武器！
2019570801,C4292,AK47_Balance25,W,999999999,999999999,AK47_Balance25,AK47-CFS2025,用于裸装赛事的AK47！是每位选手都需要熟练掌握的武器！
2019570901,C4291,ScarLight_Balance25,W,999999999,999999999,ScarLight_Balance25,ScarLight-CFS2025,用于裸装赛事的ScarLight！是每位选手都需要熟练掌握的武器！
2019571001,C4290,HK417_Balance25,W,999999999,999999999,HK417_Balance25,HK417-CFS2025,用于裸装赛事的HK417！是每位选手都需要熟练掌握的武器！
2019571101,C4289,M14EBR_Balance25,W,999999999,999999999,M14EBR_Balance25,M14EBR-CFS2025,用于裸装赛事的M14EBR！是每位选手都需要熟练掌握的武器！
2019571201,C4288,AWM_Balance25,W,999999999,999999999,AWM_Balance25,AWM-CFS2025,用于裸装赛事的AWM！是每位选手都需要熟练掌握的武器！
2019571301,C4287,TRG21_Balance25,W,999999999,999999999,TRG21_Balance25,TRG21-CFS2025,用于裸装赛事的TRG21！是每位选手都需要熟练掌握的武器！
2019571401,C4286,MP5_Balance25,W,999999999,999999999,MP5_Balance25,MP5-CFS2025,用于裸装赛事的MP5！是每位选手都需要熟练掌握的武器！
2019571501,C4285,KrissSuperV_Balance25,W,999999999,999999999,KrissSuperV_Balance25,MK5-CFS2025,用于裸装赛事的MK5！是每位选手都需要熟练掌握的武器！
2019571601,C4284,MP7_Balance25,W,999999999,999999999,MP7_Balance25,MP7-CFS2025,用于裸装赛事的MP7！是每位选手都需要熟练掌握的武器！
2019571701,C4283,Vepr12_Balance25,W,999999999,999999999,Vepr12_Balance25,VEPR12-CFS2025,用于裸装赛事的VEPR12！是每位选手都需要熟练掌握的武器！
2019571801,C4282,FN TPS_Balance25,W,999999999,999999999,FN TPS_Balance25,FN TPS-CFS2025,用于裸装赛事的FN TPS！是每位选手都需要熟练掌握的武器！
2019571901,C4281,ABoltShotgun_Balance25,W,999999999,999999999,ABoltShotgun_Balance25,栓动散弹枪-CFS2025,用于裸装赛事的栓动散弹枪！是每位选手都需要熟练掌握的武器！
2019572001,C4280,GatlingGun_Balance25,W,999999999,999999999,GatlingGun_Balance25,加特林-CFS2025,用于裸装赛事的加特林！是每位选手都需要熟练掌握的武器！
2019572101,C4279,MG36_Balance25,W,999999999,999999999,MG36_Balance25,MG36-CFS2025,用于裸装赛事的MG36！是每位选手都需要熟练掌握的武器！
2019572201,C4278,LewisGun_Balance25,W,999999999,999999999,LewisGun_Balance25,刘易斯轻机枪-CFS2025,用于裸装赛事的刘易斯轻机枪！是每位选手都需要熟练掌握的武器！
2019572301,C4277,KACChainSaw_Balance25,W,999999999,999999999,KACChainSaw_Balance25,KAC-CFS2025,用于裸装赛事的KAC！是每位选手都需要熟练掌握的武器！
2019572401,C4276,COLT1911_Balance25,W,999999999,999999999,COLT1911_Balance25,柯尔特-CFS2025,用于裸装赛事的柯尔特！是每位选手都需要熟练掌握的武器！
2019572501,C4275,USPMatch_Balance25,W,999999999,999999999,USPMatch_Balance25,USP-CFS2025,用于裸装赛事的USP！是每位选手都需要熟练掌握的武器！
2019572601,C4274,DesertEagle_Balance25,W,999999999,999999999,DesertEagle_Balance25,沙鹰-CFS2025,用于裸装赛事的沙鹰！是每位选手都需要熟练掌握的武器！
2019572701,C4273,MAC10_Balance25,W,999999999,999999999,MAC10_Balance25,MAC-10-CFS2025,用于裸装赛事的MAC-10！是每位选手都需要熟练掌握的武器！
2019572801,C4272,Kukri_Balance25,W,999999999,999999999,Kukri_Balance25,尼泊尔-CFS2025,用于裸装赛事的尼泊尔！是每位选手都需要熟练掌握的武器！
2019572901,C4271,FieldShovel_Balance25,W,999999999,999999999,FieldShovel_Balance25,军用铁锹-CFS2025,用于裸装赛事的军用铁锹！是每位选手都需要熟练掌握的武器！
2019573001,C4270,BCAxe_Balance25,W,999999999,999999999,BCAxe_Balance25,军用手斧-CFS2025,用于裸装赛事的军用手斧！是每位选手都需要熟练掌握的武器！
2019573101,C4269,JungleKnife_Balance25,W,999999999,999999999,JungleKnife_Balance25,丛林匕首-CFS2025,用于裸装赛事的丛林匕首！是每位选手都需要熟练掌握的武器！
2019573201,C4268,Grenade_Balance25,W,999999999,999999999,Grenade_Balance25,手雷-CFS2025,用于裸装赛事的手雷！是每位选手都需要熟练掌握的武器！
2019573301,C4267,Flashbang_Balance25,W,999999999,999999999,Flashbang_Balance25,闪光弹-CFS2025,用于裸装赛事的闪光弹！是每位选手都需要熟练掌握的武器！
2019573401,C4266,Smoke_Balance25,W,999999999,999999999,Smoke_Balance25,烟雾弹-CFS2025,用于裸装赛事的烟雾弹！是每位选手都需要熟练掌握的武器！
2019573501,C4265,Knife_Balance25,W,999999999,999999999,Knife_Balance25,Knife-CFS2025,用于裸装赛事的Knife！是每位选手都需要熟练掌握的武器！
1009058701,A9413,BeijingOpera_Man,C,999999999,999999999,BeijingOpera_Man,刀锋-京韵,将传统京剧艺术与现代战斗技巧完美融合的战士。他身着改良版的京剧戏服，手持特制的武器，每一次出击都如同京剧舞台上的精彩亮相
1019279901,B7201,BeijingOpera_Man Head,D,999999999,999999999,BeijingOpera_Man Head,BeijingOpera_Man Head,
1019280001,B7200,BeijingOpera_Man Face,D,999999999,999999999,BeijingOpera_Man Face,BeijingOpera_Man Face,
1009058801,A9412,BeijingOpera_Man 7days,C,999999999,7,BeijingOpera_Man 7days,刀锋-京韵,将传统京剧艺术与现代战斗技巧完美融合的战士。他身着改良版的京剧戏服，手持特制的武器，每一次出击都如同京剧舞台上的精彩亮相
1009058802,A9412,BeijingOpera_Man 30days,C,999999999,30,BeijingOpera_Man 30days,刀锋-京韵,将传统京剧艺术与现代战斗技巧完美融合的战士。他身着改良版的京剧戏服，手持特制的武器，每一次出击都如同京剧舞台上的精彩亮相
1009058803,A9412,BeijingOpera_Man 90days,C,999999999,90,BeijingOpera_Man 90days,刀锋-京韵,将传统京剧艺术与现代战斗技巧完美融合的战士。他身着改良版的京剧戏服，手持特制的武器，每一次出击都如同京剧舞台上的精彩亮相
1009058804,A9412,BeijingOpera_Man 180days,C,999999999,180,BeijingOpera_Man 180days,刀锋-京韵,将传统京剧艺术与现代战斗技巧完美融合的战士。他身着改良版的京剧戏服，手持特制的武器，每一次出击都如同京剧舞台上的精彩亮相
1019280101,B7199,BeijingOpera_Man Head_days,D,999999999,999999999,BeijingOpera_Man Head_days,BeijingOpera_Man Head_days,
1019280201,B7198,BeijingOpera_Man Face_days,D,999999999,999999999,BeijingOpera_Man Face_days,BeijingOpera_Man Face_days,
1009058901,A9411,CelestialBody_Woman,C,999999999,999999999,CelestialBody_Woman,蔚蓝,在遥远的蓝星，地球的科技与自然完美融合，孕育了这批未来世界的精英战士。他将用精准的枪法和无畏的勇气，捍卫正义，守护家园。
1019280301,B7197,CelestialBody_Woman Head,D,999999999,999999999,CelestialBody_Woman Head,CelestialBody_Woman Head,
